CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1)/Neither(0),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc,,,,
Oklahoma City,South Plaza of the State Capitol,OK,USA,2017-03-04,150 went; hundreds; 250-300,150,217.5,300,165,270,General Protestors,March 4 Trump,2,rally,0,0,0,0,1,1,https://www.facebook.com/events/216559938810772/,http://kosu.org/post/trump-supporters-rally-oklahoma-state-capitol,http://www.oudaily.com/news/hundreds-celebrate-president-donald-trump-in-oklahoma-city/article_1b3dc8a4-0128-11e7-96a6-7f299bcd73db.html,,,,,
Hood River,Overlook Memorial Park,OR,USA,2017-03-04,about 20 people,13,16.15,20,14.3,18,General Protestors,March 4 Trump,2,rally,0,0,0,0,1,1,https://www.facebook.com/events/1383006838485521/,http://www.hoodrivernews.com/news/2017/mar/15/standing-trump/,,,,,,
Lake Oswego,George Rogers City Park,OR,USA,2017-03-04,roughly 200; 387 went,200,284.15,387,220,348.3,General protestors,March 4 Trump,2,rally,0,1,0,0,1,1,http://portlandtribune.com/lor/48-news/348398-227938-trump-supporters-protesters-clash-in-lake-oswego,https://www.facebook.com/events/283725755375146/,http://www.opb.org/news/article/march-4-trump-lake-oswego-oregon-rally/,,,,,
Lake Oswego,George Rogers City Park,OR,USA,2017-03-04,between 20 and 30,20,24.5,30,22,27,General protestors,Stand for Love,1,counter-protest,3,0,0,0,0,1,http://portlandtribune.com/lor/48-news/348398-227938-trump-supporters-protesters-clash-in-lake-oswego,https://www.facebook.com/events/283725755375146/,http://www.opb.org/news/article/march-4-trump-lake-oswego-oregon-rally/,,,,,
Lakeview,513 N Center St,OR,USA,2017-03-04,31 went,31,31,31,34.1,27.9,General protestors,March 4 Trump,2,rally ,0,0,0,0,1,1,https://www.facebook.com/events/1944192455808949/?active_tab=about,,,,,,,
Pendleton,Pendleton Round-Up Grounds,OR,USA,2017-03-04,a dozen,12,12,12,13.2,10.8,General protestors,Anti DAPL,1,Protest,0,0,0,0,1,1,http://www.eastoregonian.com/eo/local-news/20170304/organizers-move-dapl-protest-closer-to-pendleton-convention-center-talk-next-step,,,,,,,
Erie,West Perry Square,PA,USA,2017-03-04,About 100,100,100,100,110,90,Spirit of America ,Pro trump policies,2,demonstration,0,0,0,0,1,1,http://www.goerie.com/news/20170304/supporters-rally-for-trump-in-erie,http://www.foxnews.com/us/2017/03/05/arrests-made-after-some-march-4-trump-rallies-turn-violent.html?null,,,,,,
Nashville,Legislative Plaza,TN,USA,2017-03-04,More than 1000,1000,1000,1000,1100,900,Spirit of America ,Pro Trump policies,2,rally,2,0,0,0,1,1,http://www.tennessean.com/story/news/local/2017/03/04/trump-supporters-rally-legislative-plaza-nashville/98738604/,http://www.foxnews.com/us/2017/03/05/arrests-made-after-some-march-4-trump-rallies-turn-violent.html?null,,,,,,
Austin,Capitol Building,TX,USA,2017-03-04,About 300; about 500,300,390,500,330,450,March 4 Trump,Pro Trump,2,Rally,0,0,0,0,1,1,http://www.mystatesman.com/news/austin-crowd-300-rallies-for-national-march-trump/qjG0KQ1o1ffBLk8Q2ybdfM/,http://www.kvue.com/news/local/pro-president-trump-march-to-be-peaceful-assembly-saturday/419691380,,,,,,
Houston,Fry Road Park ,TX,USA,2017-03-04,dozens: more than 75,24,46.95,75,26.4,67.5,General protestors,March 4 Trump,2,rally ,0,0,0,0,1,1,http://www.topix.com/forum/houston/TVCJ1O5FA7OKU6CN3,http://www.chron.com/news/houston-texas/article/Dozens-of-Trump-supporters-gather-in-Katy-to-10977238.php,,,,,,
Southlake,Liberty Park,TX,USA,2017-03-04,about 200,200,200,200,220,180,General protestors,Spirit of America,2,rally,0,0,0,0,1,1,http://www.dallasnews.com/news/donald-trump-1/2017/03/04/pro-trump-crowds-rally-behind-president-southlake-austin,http://www.nbcdfw.com/news/local/Trump-Supporters-Hold-Spirit-of-America-Rally-in-Southlake-415408143.html,,,,,,
Reston,Reston Town Center,VA,USA,2017-03-04,about 500,500,500,500,550,450,general protestors,in protest of the paid parking system implemented by Reston Town Center,0,march,0,0,0,0,1,1,http://www.fairfaxtimes.com/articles/marchers-protest-rtc-paid-parking/article_dc15063e-05db-11e7-864b-1b5c5fe2a2c9.html,,,,,,,
Richmond,Capitol Sq,VA,USA,2017-03-04,na,100,122.5,150,110,135,Corey Stewart for Governor campaign,against sanctuary cities,2,rally,0,0,0,0,1,1,http://www.styleweekly.com/richmond/opposing-rallies-converge-on-capitol-square/Content?oid=2643694,,,,,,,
Richmond,Capitol Sq,VA,USA,2017-03-04,na,100,122.5,150,110,135,ICE Out of RVA,pro-immigration,1,demonstration,0,0,0,0,1,1,http://www.styleweekly.com/richmond/opposing-rallies-converge-on-capitol-square/Content?oid=2643694,,,,,,,
Virginia Beach,Mount Trashermore,VA,USA,2017-03-04,na,200,200,200,220,180,Spirit of America ,Pro Trump policies,2,rally,0,0,0,0,1,1,http://pilotonline.com/news/local/turn-out-for-pro-trump-rally-in-virginia-beach-while/article_fec5b15e-93b6-5be1-9308-5eaa124a3327.html,,,,,,,
Olympia ,Heritage Park,WA,USA,2017-03-04,About 200 Trump supporters and 125 protestors; several hundred,200,256.25,325,220,292.5,Spirit of America ,Pro Trump,2,rally,4,0,1,0,1,1,http://www.king5.com/news/local/4-arrested-at-pro-trump-rally-in-olympia-for-assaulting-police/419825006,http://www.thenewstribune.com/news/local/article136511618.html,,,,,,
Olympia ,,,,2017-03-04,,,,,,,,Anti Trump,1,counter-protest,,,,,0,1,,,,,,,,
Seattle ,Capitol Hill,WA,USA,2017-03-04,Thousands; about 2000,2000,2000,2000,2200,1800,Black Lives Matter ,Immigration; President Trump; juvenile justice; several other causes,1,Rally,0,0,0,0,1,1,http://www.king5.com/news/local/seattle/black-lives-matter-moves-through-seattle-streets/419926934,http://www.capitolhillseattle.com/2017/03/march-covers-black-lives-matter-hot-spots-from-capitol-hill-to-youth-jail-to-midtown-center/,,,,,,
Whitewater,"the University of Wisconsin-Whitewater campus and then traveled via Prince, Main and Whitewater streets to Cravath Lakefront Park",WI,USA,2017-03-04,over 200,200,200,200,220,180,General Protest,against possible expansion of an oil pipe­line on the outskirts of White­water,1,march; rally,0,0,0,0,1,1,http://www.dailyunion.com/news/article_9d74ff94-028c-11e7-bdd0-db7771c9031a.html,,,,,,,
Cody,City Park ,WY,USA,2017-03-04,around 140,140,140,140,154,126,General protestors,March 4 Trump,2,rally,0,0,0,0,1,1,http://www.codyenterprise.com/news/local/article_03e1e4d2-02b9-11e7-926e-a74b752a3c09.html,,,,,,,
Fayetteville,,AR,USA,2017-03-05,,,,,,,University of Arkansas PRIDE group,Transgender rights,1,Rally,0,0,0,0,1,1,http://www.nwaonline.com/news/2017/mar/05/protesters-rally-to-restore-transgender/,,,,,,,
Los Angeles,in front of LAPD headquarters,CA,USA,2017-03-05,hundreds; about 1000,200,560,1000,220,900,General protestors,Women's rights,1,protest; march,0,0,0,0,1,1,http://abc7.com/politics/hundreds-gather-in-dtla-for-international-womens-day-march-rally/1786326/,http://losangeles.cbslocal.com/2017/03/05/hundreds-march-in-downtown-la-for-womens-day/,,,,,,
Iowa City,Ped Mall; downtown,IA,USA,2017-03-05,dozens; more than 100,24,58.2,100,26.4,90,general protestors,pro-Transgender rights,1,rally,0,0,0,0,1,1,http://www.thegazette.com/subject/news/iowa-city-rally-to-support-transgender-community-about-more-than-bathrooms-20170305,http://www.press-citizen.com/story/news/2017/03/05/rally-support-transgender-students-bathroom-rights-iowa-city/98784752/,,,,,,
Flint,City Hall ,MI,USA,2017-03-05,About 200,200,200,200,220,180,General Protest ,protest Flint water crisis; remember Selma ,1,march,0,0,0,0,1,1,http://www.freep.com/story/news/local/michigan/2017/03/05/water-rights-civil-rights-converge-flint-rally/98770314/,http://www.mlive.com/news/flint/index.ssf/2017/02/hundreds_march_in_flint_to_pro.html,,,,,,
Jackson ,St. Johns United Church of Christ to Bucky Harris Park.,MI,USA,2017-03-05,About 125,125,125,125,137.5,112.5,General Protest,In support of Non Discrimination Ordinance,1,march,0,0,0,0,1,1,http://www.mlive.com/news/jackson/index.ssf/2017/03/more_than_100_rally_in_support.html,,,,,,,
Pelham ,Memorial High School,NY,USA,2017-03-05,A few hundred ,100,100,100,110,90,Alliance for Education quality ,Education reformation,1,march ,0,0,0,0,1,1,http://www.lohud.com/story/news/education/2017/03/05/pelham-students-march/98781356/,,,,,,,
Providence,Providence Holocaust Memorial,RI,USA,2017-03-05,Some 300,300,300,300,330,270,General Protest,Recent Anti-Semitism,1,demonstration,0,0,0,0,1,1,http://www.providencejournal.com/news/20170305/interfaith-rally-at-ri-holocaust-memorial-condemns-anti-semitic-acts,,,,,,,
Laramie,Simpson Plaza on the University of Wyoming campus,WY,USA,2017-03-05,more than 100,100,100,100,110,90,Students; general protestors,Support transgender community,1,Rally,0,0,0,0,1,1,http://www.laramieboomerang.com/news/local_news/residents-rally-march-in-support-of-transgender-rights/article_fc55d44a-02f8-11e7-86f4-9bed7f554cab.html,,,,,,,
Huntsville,outside the Von Braun Center,AL,USA,2017-03-06,between 60-70,60,64.5,70,66,63,North Alabama chapter of Indivisible,to ask Rep Mo Brooks to hold a town hall meeting; anti-Trump,1,protest,0,0,0,0,1,1,http://www.al.com/news/huntsville/index.ssf/2017/03/indivisible_organization_gathe.html,,,,,,,
Los Angeles,Pershing Square; downtown,CA,USA,2017-03-06,about 75,75,75,75,82.5,67.5,general protesters,"support for an undocumented immigrant, Romulo Avelica-Gonzalez, 48, who was detained by ICE agents",1,rally,0,0,0,0,1,1,http://abc7.com/news/rally-held-for-undocumented-dad-detained-by-ice/1788091/,,,,,,,
San Diego,San Diego International Airport,CA,USA,2017-03-06,Dozens; more than a hundred,24,80.7,150,26.4,135,"""general protesters""",anti-Muslim Ban; anti-travel EO,1,protest; demonstration,,,,,1,1,http://www.10news.com/news/dozens-protest-president-trumps-travel-order,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwjy55XCrcXSAhXCXBQKHQo2BagQFggdMAE&url=http%3A%2F%2Fwww.nbcsandiego.com%2Fnews%2Flocal%2FProtestors-March-At-Lindbergh-Field-After-Revised-Travel-Ban-415537423.html&usg=AFQjCNEjeKxn4qyR_98ksqkNHjjiv_4GIQ&sig2=YfNtizwINk5bqvxhzJShuw&bvm=bv.148747831,d.amc",,,,,,
San Francisco,San Francisco International Airport,CA,USA,2017-03-06,Couple dozen; two dozen,24,24,24,26.4,21.6,general protesters,anti-Muslim Ban; anti-travel EO,1,protest; demonstration,,,,,1,1,http://www.sfgate.com/news/article/Protesters-rally-against-travel-ban-at-SFO-10982099.php,http://www.nbcbayarea.com/news/local/No-Ban-No-Wall-Protest-at-SFO--Challenges-New-Travel-Ban-415535263.html,,,,,,
Santa Ana,NA,CA,USA,2017-03-06,about 12,12,12,12,13.2,10.8,statewide coalitions/unions,Pro-Obamacare,1,rally,0,0,0,0,1,1,http://www.ocregister.com/2017/03/08/obamacare-supporters-rally-against-proposed-replacement-plan-at-mimi-walters-office/,,,,,,,
Washington,Outside White House,DC,USA,2017-03-06,dozens,24,24,24,26.4,21.6,general protesters; Friends Committee on National Legislation; American Civil Liberties Union; Our Revolution; MoveOn.org; Lambda Legal; National People’s Action; Jewish group Bend the Arc,anti-Muslim Ban; anti-travel EO,1,protest; demonstration,,,,,1,1,http://www.dailymail.co.uk/news/article-4288896/America-hit-new-travel-ban-protests.html,http://economicnews.online/protest-in-front-of-the-white-house-against-a-veto-immigration-of-trump/,,,,,,
Norcross,outside the office of United Consulting,GA,USA,2017-03-06,a dozen or so,12,12,12,13.2,10.8,general protestors,demand Gwinnett County Commissioner Tommy Hunter resign for racist posts,0,protest,0,0,0,0,1,1,http://www.ajc.com/news/protesters-show-embattled-gwinnett-commissioner-employer/xDcejjyWfg1whZG9p32jYM/,,,,,,,
Cambridge,Plaza outside Harvard University,MA,USA,2017-03-06,about 200,200,200,200,220,180,Harvard Islamic Society/society of Arab students,Anti-travel ban,1,protest,0,0,0,0,1,1,https://www.usnews.com/news/best-states/massachusetts/articles/2017-03-07/protesters-rally-in-harvard-square-against-trump-travel-ban,,,,,,,
Cherry Hill,JCC,NJ,USA,2017-03-06,about 150,150,150,150,165,135,general protestor,Asking for federal funding,0,rally,0,0,0,0,1,1,http://www.burlingtoncountytimes.com/news/local/booker-norcross-rally-for-federal-funds-in-wake-of-jcc/article_c773e0bc-02b9-11e7-976c-4b4b787202ef.html,,,,,,,
Las Vegas,Jewish Federation Building to UNLV’s Pida Plaza,NV,USA,2017-03-06,about 200,200,200,200,220,180,general protesters,fight anti-Semitism,1,march; rally,0,0,0,0,1,1,https://lasvegasweekly.com/intersection/2017/mar/08/jewish-muslim-demonstrations/,,,,,,,
Portland,outside ICE office; 4310 Southwest Macadam Avenue,OR,USA,2017-03-06,a large group; dozens,24,24,24,26.4,21.6,general protesters,One of the bills is House Bill 2230 which would allow county jails to be exempt from giving the blind priority treatment when hiring managers to run commissaries.,0,rally,0,0,0,0,1,1,http://www.kgw.com/news/local/monday-rally-protesting-actions-of-ice-agents-could-draw-large-crowd/420171067,,,,,,,
Denton,University of North Texas,TX,USA,2017-03-06,about 24,24,24,24,26.4,21.6,university of north texas students,petitioning school to become sanctuary school,1,rally,0,0,0,0,1,1,http://ntdaily.com/unt-students-faculty-again-protest-to-make-unt-sanctuary-campus/,,,,,,,
Vancouver,Downtown Vancouver,WA,USA,2017-03-06,more than 100,100,100,100,110,90,general proestor,anti-travel ban,1,march,0,0,0,0,1,1,http://www.columbian.com/news/2017/mar/06/vancouver-students-march-for-immigrants-minorities/,,,,,,,
Napa,outside Rep. Mike Thompson's office,CA,USA,2017-03-07,about 24,24,24,24,26.4,21.6,general protestors,pro-Planned Parenthood,1,protest,0,0,0,0,1,1,http://napavalleyregister.com/news/local/napa-demonstrators-support-planned-parenthood-obamacare/image_09dd8bff-9009-56c3-af76-3afad58ae38a.html,,,,,,,
Oakland,downtown,CA,USA,2017-03-07,about 150,150,150,150,165,135,#ResistTrumpTuesdays national campaign,Dakota access; pro-environment; anti-Trump,1,march,0,0,0,0,1,1,http://www.eastbaytimes.com/2017/03/07/oakland-environmental-justice-protest-outside-downtown-banks/,,,,,,,
Chicago,Federal Plaza,IL,USA,2017-03-07,about 200,200,200,200,220,180,Black Lives Matter,Anti-police brutality,1,protest,0,0,0,0,1,1,http://chicago.suntimes.com/news/cpd-use-of-force-change-prompting-black-lives-matter-protest/,,,,,,,
Bloomington ,Indiana University,IN,USA,2017-03-07,about 24,24,24,24,26.4,21.6,general protestors,Pro-sanctuary campus,1,protest,0,0,0,0,1,1,http://wane.com/2017/03/08/sanctuary-campus-protesters-interrupt-iu-officials-speech/,,,,,,,
Metairie,outside Sen. Bill Cassidy's office on the Causeway Boulevard ,LA,USA,2017-03-07,,,,,,,"Metairie Indivisible, Indivisible Nola; general protestors",against GOP health care bill,1,protest,,,,,1,1,http://www.wdsu.com/article/protesters-to-demand-sen-bill-cassidy-protect-affordable-care-act-at-rally-on-tuesday/9101134,,,,,,,
Northampton,Downtown Northampton,MA,USA,2017-03-07,about 24,24,24,24,26.4,21.6,General protestor,Pro-Planned Parenthood,1,protest,0,0,0,0,1,1,http://wwlp.com/2017/03/07/dozens-gathered-at-the-planned-parenthood-rally-in-northampton/,,,,,,,
Salisbury,outside office of Rep. Andy Harris (R),MD,USA,2017-03-07,,,,,,,American Cancer Society,pro-ACA; anti-replacement bill,1,rally,0,0,0,0,1,1,http://www.delmarvanow.com/story/news/local/maryland/2017/03/07/cancer-patients-advocates-rally-aca-protections/98863682/,,,,,,,
Fayetteville,corner of Main Avenue and Market Street,TN,USA,2017-03-07,handful,5,5,5,5.5,4.5,PETA,anti-meat farms,0,demonstration,0,0,0,0,1,1,http://www.elkvalleytimes.com/rain-cuts-peta-protest-of-poultry-farms-short/,http://www.waaytv.com/appnews/peta-protesters-criticize-lincoln-county-chicken-farm-conditions/article_1ce5b9d6-02e1-11e7-aee0-837635ae6aa3.html,,,,,,
Knoxville,outside Federal courthouse,TN,USA,2017-03-07,about 20,20,20,20,22,18,general protesters,questioning ACA replacement,1,rally,0,0,0,0,1,1,http://www.knoxnews.com/story/news/2017/03/07/rally-questions-gop-aca-replacement-proposal/98865964/,,,,,,,
Austin,inside State Capitol,TX,USA,2017-03-07,hundreds,200,200,200,220,180,general protesters,against bill that would require transgender people to use public bathrooms that correspond with the sex on their birth certificate.,1,,0,0,0,0,1,1,http://www.chicagotribune.com/news/nationworld/ct-texas-bathroom-bill-20170307-story.html,,,,,,,
Anchorage,"gathered on the overpass above Minnesota Drive, near West High School",AK,USA,2017-03-08,,,,,,,YWCA of Alaska,"A Day Without a Woman; ""Women on the Bridge""",1,rally,0,0,0,0,1,1,http://www.ktuu.com/content/news/Anchorage-women-show-support-for-International-Womens-Day-415733403.html,,,,,,,
Phoenix,State Capitol,AZ,USA,2017-03-08,about 100,100,100,100,110,90,general protesters,A Day Without a Woman,1,rally,0,0,0,0,1,1,http://www.azcentral.com/story/news/local/phoenix/2017/03/08/international-womens-day-strikes-impact-arizona/98904404/,,,,,,,
Los Angeles,Outside City Hall,CA,USA,2017-03-08,scores,40,40,40,44,36,general protesters,A Day Without a Woman,1,rally,0,0,0,0,1,1,http://www.latimes.com/local/california/la-me-ln-womens-rally-20170308-story.html,,,,,,,
Oakland,na,CA,USA,2017-03-08,,,,,,,general protesters,A Day Without a Woman,1,rally,0,0,0,0,1,1,http://abc7news.com/news/women-stand-in-solidarity-at-oakland-international-womens-day-event/1791711/,,,,,,,
Oxnard,outside City Hall,CA,USA,2017-03-08,nearly 300,300,300,300,330,270,general protesters,"designate Oxnard a ""safe"" city; pro-immigrant",1,rally ,0,0,0,0,1,1,http://www.vcstar.com/story/news/local/communities/oxnard/2017/03/08/oxnard-rally-calls-council-declare-safe-city/98905502/,,,,,,,
Palm Springs,NA,CA,USA,2017-03-08,about 300,300,300,300,330,270,Women's march on Washingont,a day without a Woman,1,protest,0,0,0,0,1,1,http://www.desertsun.com/story/news/2017/03/08/women-rally-equality-palm-springs/98831096/,,,,,,,
San Francisco,NA,CA,USA,2017-03-08,about 1500,1500,1500,1500,1650,1350,Women's march on Washingont,a day without a Woman,1,protest,0,0,0,0,1,1,http://www.unionleader.com/article/20170308/NEWS20/170309345,,,,,,,
Boulder,Glen Huntington Bandshell in Boulder's Central Park to Shine Restaurant and Gathering Place at 2027 13th St.,CO,USA,2017-03-08,na,20,20,20,22,18,general protesters,International Women's Day,1,march,,,,,1,1,http://www.timescall.com/longmont-local-news/ci_30840922/international-womens-day-march-and-rally-planned-boulder,https://www.facebook.com/events/1654792894815505/,,number counted in FB pics,,,,
Denver,state capitol,CO,USA,2017-03-08,hundreds,200,200,200,220,180,general protesters,A Day Without a Woman,1,rally,0,0,0,0,1,1,http://www.thedenverchannel.com/news/local-news/hundreds-rally-at-day-without-a-woman-protest-in-denver,,,,,,,
New Britain,CCSU,CT,USA,2017-03-08,about 100,100,100,100,110,90,general protesters,A Day Without a Woman,1,rally,0,0,0,0,1,1,http://www.courant.com/news/connecticut/hc-connecticut-international-womens-day-0309-20170308-story.html,,,,,,,
Washington,15th Street to Lafayette Square,DC,USA,2017-03-08,in the hundreds,200,200,200,220,180,general protestors,Resist Trump/Kill the Gag rally,1,march; rally,0,0,0,0,1,1,http://www.usatoday.com/story/news/2017/03/08/day-without-women-aims-show-female-impact-economy-society/98892938/,,,,,,,
